,TeamBatting,TeamBowling,Venue,Prediction,Actual,Error
442,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,45.16145955686453,46,1.8229140068162426
443,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,45.20096409142745,50,9.598071817145097
444,Delhi Daredevils,Chennai Super Kings,Shaheed Veer Narayan,44.94043088338711,16,180.87769302116942
445,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan,49.82683487098467,28,77.95298168208811
446,Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadi,43.58061237318892,36,21.057256592191447
447,Rajasthan Royals,Chennai Super Kings,MA Chidambaram Stadi,49.08171600481779,40,22.70429001204448
448,Delhi Daredevils,Sunrisers Hyderabad,Shaheed Veer Narayan,42.699237036458015,41,4.144480576726867
449,Sunrisers Hyderabad,Delhi Daredevils,Shaheed Veer Narayan,45.15400499053084,49,7.848969407079926
450,Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadi,46.274581868495375,44,5.169504246580397
451,Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadi,42.84524210000613,61,29.761898196711257
452,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,47.596108347706476,50,4.807783304587048
453,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,43.40938741552348,36,20.58163170978745
454,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,42.87546253843103,44,2.555766958111295
455,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,49.7592582020525,41,21.36404439525
456,Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadi,48.853003733216624,37,32.0351452249098
457,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadi,42.62815551481627,42,1.4956083686101689
458,Rajasthan Royals,Delhi Daredevils,Brabourne Stadium,42.84524210000613,43,0.3599020930089951
459,Delhi Daredevils,Rajasthan Royals,Brabourne Stadium,54.90377544866895,55,0.17495372969281417
460,Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi Interna,44.911457812389855,76,40.90597656264492
461,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi Interna,38.93803248104031,54,27.892532442517947
462,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,52.833786263647745,27,95.68068986536203
463,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,42.275057122845965,41,3.109895421575524
464,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadiu,43.932421768084495,52,15.514573522914432
465,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadiu,41.79473896411689,0,23.676913752984913
466,Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Assoc,46.76577055799212,56,16.48969543215693
467,Sunrisers Hyderabad,Kings XI Punjab,Punjab Cricket Assoc,44.262392019220634,36,22.95108894227954
468,Chennai Super Kings,Kings XI Punjab,MA Chidambaram Stadi,46.48473191925013,54,13.91716311249976
469,Kings XI Punjab,Chennai Super Kings,MA Chidambaram Stadi,45.330010764720384,39,16.23079683261637
470,Rajasthan Royals,Royal Challengers Bangalore,Sardar Patel Stadium,37.672909273814454,48,21.51477234621989
471,Royal Challengers Bangalore,Rajasthan Royals,Sardar Patel Stadium,35.64345052582118,49,27.258264233017997
472,Sunrisers Hyderabad,Kolkata Knight Riders,Dr. Y.S. Rajasekhara,45.10943973578532,43,4.905673804151913
473,Kolkata Knight Riders,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara,43.957253161034686,49,10.29132007952105
474,Rajasthan Royals,Kings XI Punjab,Sardar Patel Stadium,40.686438412304014,43,5.380375785339502
475,Kings XI Punjab,Rajasthan Royals,Sardar Patel Stadium,44.670475601684394,40,11.676189004210986
476,Rajasthan Royals,Chennai Super Kings,Sardar Patel Stadium,41.57484892746557,39,6.602176737091196
477,Chennai Super Kings,Rajasthan Royals,Sardar Patel Stadium,44.07735382062643,47,6.218396126326749
478,Sunrisers Hyderabad,Delhi Daredevils,Dr. Y.S. Rajasekhara,43.35556347233103,40,8.38890868082757
479,Delhi Daredevils,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara,46.98959230524131,50,6.020815389517381
480,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,46.85127938484108,31,51.13315930593896
481,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,42.97372931107888,90,52.25141187657903
482,Kings XI Punjab,Delhi Daredevils,Maharashtra Cricket ,42.80639881226442,41,4.405850761620534
483,Delhi Daredevils,Kings XI Punjab,Maharashtra Cricket ,42.95635250044492,47,8.603505318202293
484,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadiu,44.59224733093112,47,5.1228780192954835
485,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadiu,41.93367910926739,65,35.48664752420402
486,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,43.68684243379197,51,14.339524639623583
487,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,43.79592220699808,42,4.2760052547573295
488,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadi,34.68462588228836,49,29.215049219819676
489,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadi,50.87883466055675,46,10.606162305558149
490,Chennai Super Kings,Delhi Daredevils,MA Chidambaram Stadi,44.42863323246886,59,24.697231809374813
491,Delhi Daredevils,Chennai Super Kings,MA Chidambaram Stadi,47.924196631926755,40,19.810491579816887
492,Kolkata Knight Riders,Kings XI Punjab,M Chinnaswamy Stadiu,39.90676507116625,32,24.708640847394527
493,Kings XI Punjab,Kolkata Knight Riders,M Chinnaswamy Stadiu,44.89223056287662,59,23.91147362224302
494,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,36.64828218539418,53,30.852297763407204
495,Mumbai Indians,Chennai Super Kings,Brabourne Stadium,43.88940251977636,60,26.85099580037273
496,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,42.9645716841977,35,22.755919097707718
497,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,39.57192869157939,71,44.264889166789594
498,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadiu,43.36992376293514,34,27.5585993027504
499,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadiu,44.445407406291366,64,30.554050927669742
500,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,42.28996116213527,65,34.93852128902266
501,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,49.81149645507327,47,5.981907351219719
502,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,45.35550072190153,45,0.7900016042256178
503,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,46.125932696889784,36,28.127590824693844
504,Kings XI Punjab,Mumbai Indians,Punjab Cricket Assoc,35.287813743123664,48,26.48372136849237
505,Mumbai Indians,Kings XI Punjab,Punjab Cricket Assoc,49.40007055372723,62,20.322466848827045
506,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi Interna,50.41054771308914,25,101.64219085235655
507,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi Interna,49.074371047522334,51,3.775743044073855
508,Rajasthan Royals,Mumbai Indians,Sardar Patel Stadium,44.263765035952915,42,5.389916752268845
509,Mumbai Indians,Rajasthan Royals,Sardar Patel Stadium,43.812638614776404,47,6.781619968560842
510,Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi Interna,44.27428250788971,41,7.986054897291972
511,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi Interna,45.26909390523912,30,50.89697968413039
512,Kolkata Knight Riders,Mumbai Indians,Barabati Stadium,47.42216415113553,37,28.168011219285223
513,Mumbai Indians,Kolkata Knight Riders,Barabati Stadium,42.99619041455538,45,4.452910189876936
514,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadiu,43.97930909365917,34,29.35090909899755
515,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadiu,43.477331375121175,46,5.4840622279974465
516,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi Interna,42.20871466530461,43,1.8401984527799724
517,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi Interna,45.55681557558058,38,19.886356777843627
518,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadiu,42.83413422665202,31,38.17462653758716
519,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadiu,41.211867653966195,45,8.418071880075123
520,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,45.90968070148993,52,11.712152497134745
521,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,45.91279998485669,44,4.347272692856114
522,Rajasthan Royals,Sunrisers Hyderabad,Sardar Patel Stadium,39.38491443825642,50,21.230171123487153
523,Sunrisers Hyderabad,Rajasthan Royals,Sardar Patel Stadium,48.021187914119054,37,29.786994362483927
524,Kings XI Punjab,Chennai Super Kings,Barabati Stadium,39.20209232441531,38,3.1634008537245024
525,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,51.54441351744885,46,12.053072864019244
526,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,44.81904591924767,46,2.5672914798963675
527,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,40.59496130210504,49,17.15314019978563
528,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadiu,39.93050770374393,47,15.041472970757603
529,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadiu,47.65467029119912,36,32.37408414221977
530,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,47.21860298093649,36,31.16278605815691
531,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,37.25544242472135,49,23.968484847507447
532,Mumbai Indians,Sunrisers Hyderabad,Dubai International ,45.36124557319212,44,3.0937399390730036
533,Sunrisers Hyderabad,Mumbai Indians,Dubai International ,54.969931103324875,32,71.78103469789023
534,Kings XI Punjab,Royal Challengers Bangalore,Dubai International ,58.61033950161085,44,33.20531704911557
535,Royal Challengers Bangalore,Kings XI Punjab,Dubai International ,41.7721905357884,33,26.582395562995142
536,Delhi Daredevils,Mumbai Indians,Sharjah Cricket Stad,39.818225298946544,37,7.616825132287956
537,Mumbai Indians,Delhi Daredevils,Sharjah Cricket Stad,44.15500836554539,31,42.435510856598036
538,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,39.98751820824087,22,81.76144640109487
539,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,45.26556313530065,36,25.737675375835146
540,Chennai Super Kings,Mumbai Indians,Dubai International ,42.789804602437236,31,38.031627749797536
541,Mumbai Indians,Chennai Super Kings,Dubai International ,46.72367806387146,51,8.384944972801058
542,Rajasthan Royals,Chennai Super Kings,Dubai International ,44.29288139802145,51,13.151212945055981
543,Chennai Super Kings,Rajasthan Royals,Dubai International ,46.107760167110115,38,21.33621096607925
544,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,43.287886410208785,34,27.317312971202306
545,Delhi Daredevils,Chennai Super Kings,Sheikh Zayed Stadium,50.361749070044624,24,109.84062112518593
546,Kolkata Knight Riders,Delhi Daredevils,Dubai International ,46.254368407147375,31,49.20764002305605
547,Delhi Daredevils,Kolkata Knight Riders,Dubai International ,47.00317424679526,49,4.0751545983770185
548,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,55.8890733121971,41,36.314812956578294
549,Rajasthan Royals,Sunrisers Hyderabad,Sheikh Zayed Stadium,46.98959230524131,30,56.63197435080437
550,Delhi Daredevils,Royal Challengers Bangalore,Sharjah Cricket Stad,46.21740459008988,30,54.05801530029959
551,Royal Challengers Bangalore,Delhi Daredevils,Sharjah Cricket Stad,46.18911756045357,50,7.621764879092866
552,Chennai Super Kings,Mumbai Indians,Eden Gardens,47.86963767566622,34,40.793051987253584
553,Mumbai Indians,Chennai Super Kings,Eden Gardens,47.80539753273582,35,36.58685009353091
554,Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,43.36583508666262,27,60.614204024676376
555,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,47.82219135255564,44,8.68679852853555
556,Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi Interna,40.89127224261979,33,23.912946189756944
557,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi Interna,41.08105191613305,45,8.708773519704335
558,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadiu,44.87507126502661,76,40.95385359864919
559,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadiu,43.021339027888466,56,23.176180307342026
560,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi Interna,42.795952354853554,21,103.79024930882646
561,Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi Interna,41.991927285192844,33,27.248264500584373
562,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,32.54936141297144,49,33.57273181026236
563,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,48.51423234478342,29,67.29045636132214
564,Chennai Super Kings,Delhi Daredevils,MA Chidambaram Stadi,46.99733859073888,47,0.0056625728960054715
565,Delhi Daredevils,Chennai Super Kings,MA Chidambaram Stadi,44.32549732330543,49,9.539801381009331
566,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,43.81333130269185,52,15.743593648669519
567,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,43.68782007900789,39,12.020051484635621
568,Kolkata Knight Riders,Royal Challengers Bangalore,JSCA International S,43.63338398857621,22,98.33356358443733
569,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International S,52.24379373921529,31,68.5283669006945
570,Pune Warriors,Mumbai Indians,Subrata Roy Sahara S,45.84482183261603,36,27.3467273128223
571,Mumbai Indians,Pune Warriors,Subrata Roy Sahara S,47.82219135255564,37,29.249165817717948
572,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara S,43.68684243379197,50,12.626315132416051
573,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara S,44.13479408861339,34,29.80821790768644
574,Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi Interna,43.857660037449165,50,12.28467992510167
575,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi Interna,45.7696573314527,49,6.592536058259799
576,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,44.17220296464481,41,7.737080401572709
577,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,46.85948217039426,38,23.314426764195417
578,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadi,46.49739472929401,61,23.774762738862282
579,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadi,40.33139269313487,53,23.903032654462503
580,Sunrisers Hyderabad,Delhi Daredevils,Rajiv Gandhi Interna,42.516917476814385,26,63.526605680055326
581,Delhi Daredevils,Sunrisers Hyderabad,Rajiv Gandhi Interna,48.28522033794424,41,17.76883009254692
582,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara S,45.19860075103173,30,50.66200250343908
583,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara S,45.66905746495517,39,17.10014734603891
584,Delhi Daredevils,Kolkata Knight Riders,Shaheed Veer Narayan,40.81486299693641,37,10.310440532260575
585,Kolkata Knight Riders,Delhi Daredevils,Shaheed Veer Narayan,41.94159026383073,34,23.357618423031568
586,Pune Warriors,Chennai Super Kings,Subrata Roy Sahara S,44.20098765633619,29,52.41719881495237
587,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara S,47.99463801586736,46,4.33616959971165
588,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadi,42.38657050080948,55,22.933508180346394
589,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadi,44.07200202369029,45,2.0622177251326925
590,Delhi Daredevils,Pune Warriors,Shaheed Veer Narayan,44.63484665092155,37,20.634720678166357
591,Pune Warriors,Delhi Daredevils,Shaheed Veer Narayan,45.934844970767834,43,6.825220862250777
592,Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadi,43.33836638041142,29,49.44264269107387
593,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadi,48.238983997887644,30,60.796613326292146
594,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadi,45.41603606476613,40,13.54009016191533
595,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadi,49.07901153911603,58,15.381014587730983
596,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,44.17220296464481,40,10.430507411612027
597,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,49.09990085838899,56,12.321605610019658
598,Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadi,40.28178711558637,55,26.76038706257024
599,Rajasthan Royals,Chennai Super Kings,MA Chidambaram Stadi,46.99733859073888,58,18.97010587803642
600,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,44.59224733093112,24,85.80103054554634
601,Mumbai Indians,Delhi Daredevils,Feroz Shah Kotla,47.047201263203064,60,21.58799789466156
602,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,45.428896596867084,47,3.3427731981551414
603,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,47.64152187282086,27,76.45008101044763
604,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,51.61342757701815,39,32.34212199235424
605,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,44.22357424137606,32,38.1986695043002
606,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket ,43.3144263416298,25,73.25770536651919
607,Sunrisers Hyderabad,Pune Warriors,Maharashtra Cricket ,45.71789941296836,41,11.507071738947213
608,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadiu,43.81389359498535,43,1.8927758022915158
609,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadiu,51.37169111199483,48,7.024356483322558
610,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadi,44.618606079220434,34,31.231194350648337
611,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadi,45.468162089660744,48,5.2746623132067825
612,Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadi,48.875202397237345,33,48.10667393102226
613,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadi,44.62560584450346,31,43.95356724033375
614,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,40.246905301045004,29,38.78243207256898
615,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,46.14312108275093,38,21.42926600723929
616,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadiu,45.037052145674885,44,2.356936694715647
617,Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadiu,45.76221933100188,43,6.423765886050884
618,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadiu,39.232632007053326,40,1.9184199823666859
619,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadiu,44.357793187803914,47,5.6217166216938
620,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadi,42.28888122720129,35,20.82537493486082
621,Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadi,42.93468024891429,40,7.336700622285726
622,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara S,48.61434766614388,24,102.55978194226616
623,Kings XI Punjab,Pune Warriors,Subrata Roy Sahara S,47.21160659432418,56,15.693559652992533
624,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,43.300750233705344,45,3.776110591765903
625,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,52.90916421830186,39,35.66452363667143
626,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadiu,45.58733057076281,31,47.055905066976806
627,Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadiu,44.11573249106537,38,16.094032871224666
628,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadi,42.89873541635424,54,20.557897377121773
629,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadi,46.42638024807391,56,17.095749557010873
630,Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadiu,49.56215617774218,30,65.20718725914061
631,Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadiu,47.894220756797544,54,11.306998598523066
632,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadi,52.17177847088192,31,68.29605958349005
633,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadi,50.62035345071356,44,15.046257842530816
634,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara S,46.352953092653024,27,71.67760404686305
635,Kolkata Knight Riders,Pune Warriors,Subrata Roy Sahara S,48.31728056749549,40,20.793201418738718
636,Deccan Chargers,Rajasthan Royals,Rajiv Gandhi Interna,43.90744718496017,41,7.0913345974638275
637,Rajasthan Royals,Deccan Chargers,Rajiv Gandhi Interna,40.835659269236714,58,29.59369091510911
638,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,45.082342344746586,42,7.338910344634727
639,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,45.94021022047694,51,9.921156430437367
640,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,42.55041645145222,47,9.46719903946336
641,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,47.91530069217504,37,29.500812681554155
642,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadiu,42.50088016062804,40,6.252200401570107
643,Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadiu,38.063938288758436,32,18.949807152370113
644,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadi,44.039563302923824,45,2.134303771280391
645,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadi,45.17996917544004,33,36.90899750133346
646,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,40.336765096536894,49,17.68007123155736
647,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,38.90813258284537,32,21.58791432139178
648,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadi,43.60768030165572,28,55.741715363056144
649,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadi,42.94173852654029,36,19.282607018167475
650,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,42.92960074880685,25,71.7184029952274
651,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,50.20638496236742,35,43.44681417819264
652,Pune Warriors,Rajasthan Royals,Subrata Roy Sahara S,44.96249778030097,35,28.464279372288487
653,Rajasthan Royals,Pune Warriors,Subrata Roy Sahara S,46.357062365139456,49,5.3937502752256
654,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadiu,49.44512343859139,46,7.489398779546495
655,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadiu,50.454430817634496,46,9.683545255727164
656,Kings XI Punjab,Rajasthan Royals,Punjab Cricket Assoc,45.77906840413241,64,28.47020561854311
657,Rajasthan Royals,Kings XI Punjab,Punjab Cricket Assoc,44.510402343126906,33,34.88000710038456
658,Chennai Super Kings,Deccan Chargers,MA Chidambaram Stadi,44.94523892811629,56,19.74064477122091
659,Deccan Chargers,Chennai Super Kings,MA Chidambaram Stadi,36.1770486999112,47,23.02755595763575
660,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadiu,54.167988033404946,33,64.14541828304529
661,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadiu,58.556185418676435,53,10.48336871448384
662,Deccan Chargers,Pune Warriors,Barabati Stadium,47.355892203180616,33,43.50270364600187
663,Pune Warriors,Deccan Chargers,Barabati Stadium,36.054873190182946,48,24.88568085378553
664,Mumbai Indians,Deccan Chargers,Wankhede Stadium,47.672226788172956,38,25.453228389928835
